<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.30	00:00:00	0.64955	0.65176	0.64781	0.65071	8352	0	0
2022.09.30	04:00:00	0.65072	0.65099	0.64786	0.64812	13694	0	0
2022.09.30	08:00:00	0.64813	0.65239	0.64760	0.65130	22932	0	0
2022.09.30	12:00:00	0.65134	0.65146	0.64516	0.64764	23431	0	0
2022.09.30	16:00:00	0.64767	0.64862	0.64185	0.64303	30188	0	0
2022.09.30	20:00:00	0.64303	0.64346	0.63908	0.63985	10847	0	0
2022.10.03	00:00:00	0.64001	0.64280	0.63977	0.64222	9084	0	0
2022.10.03	04:00:00	0.64222	0.64490	0.64196	0.64272	10231	0	0
2022.10.03	08:00:00	0.64272	0.64597	0.64233	0.64491	19842	0	0
2022.10.03	12:00:00	0.64492	0.64794	0.64358	0.64662	13205	0	0
2022.10.03	16:00:00	0.64662	0.65172	0.64634	0.65077	22094	0	0
2022.10.03	20:00:00	0.65076	0.65220	0.65009	0.65147	7255	0	0
2022.10.04	00:00:00	0.65132	0.65179	0.64968	0.64996	6531	0	0
2022.10.04	04:00:00	0.64993	0.65126	0.64505	0.64734	14113	0	0
2022.10.04	08:00:00	0.64734	0.65474	0.64648	0.65027	19818	0	0
2022.10.04	12:00:00	0.65027	0.65045	0.64511	0.64821	15923	0	0
2022.10.04	16:00:00	0.64821	0.65171	0.64625	0.64698	18769	0	0
2022.10.04	20:00:00	0.64699	0.65057	0.64606	0.65013	7783	0	0
2022.10.05	00:00:00	0.64878	0.65199	0.64878	0.64907	5978	0	0
2022.10.05	04:00:00	0.64904	0.65261	0.64724	0.64861	17203	0	0
2022.10.05	08:00:00	0.64857	0.65221	0.64704	0.64821	16255	0	0
2022.10.05	12:00:00	0.64822	0.64895	0.64331	0.64545	14295	0	0
2022.10.05	16:00:00	0.64545	0.64697	0.64165	0.64637	21195	0	0
2022.10.05	20:00:00	0.64638	0.65133	0.64631	0.64892	9252	0	0
2022.10.06	00:00:00	0.64863	0.65255	0.64720	0.65112	6261	0	0
2022.10.06	04:00:00	0.65109	0.65406	0.65029	0.65352	14087	0	0
2022.10.06	08:00:00	0.65357	0.65366	0.64751	0.64788	19484	0	0
2022.10.06	12:00:00	0.64787	0.64850	0.64530	0.64639	16686	0	0
2022.10.06	16:00:00	0.64638	0.64682	0.63888	0.64125	29574	0	0
2022.10.06	20:00:00	0.64126	0.64236	0.63995	0.64051	10689	0	0
2022.10.07	00:00:00	0.64025	0.64193	0.63975	0.64128	6092	0	0
2022.10.07	04:00:00	0.64129	0.64326	0.64033	0.64033	9832	0	0
2022.10.07	08:00:00	0.64032	0.64251	0.63850	0.64165	16281	0	0
2022.10.07	12:00:00	0.64165	0.64287	0.63703	0.63850	17115	0	0
2022.10.07	16:00:00	0.63850	0.64123	0.63726	0.63819	27959	0	0
2022.10.07	20:00:00	0.63820	0.63874	0.63540	0.63603	7712	0	0
2022.10.10	00:00:00	0.63647	0.63733	0.63421	0.63649	13344	0	0
2022.10.10	04:00:00	0.63650	0.63802	0.63224	0.63335	21199	0	0
2022.10.10	08:00:00	0.63335	0.63402	0.62880	0.63009	24363	0	0
2022.10.10	12:00:00	0.63010	0.63284	0.63007	0.63269	21376	0	0
2022.10.10	16:00:00	0.63269	0.63291	0.62748	0.62826	22524	0	0
2022.10.10	20:00:00	0.62825	0.63084	0.62768	0.62986	11465	0	1
2022.10.11	00:00:00	0.62967	0.63057	0.62809	0.63011	9456	0	0
2022.10.11	04:00:00	0.63010	0.63032	0.62474	0.62505	21728	0	0
2022.10.11	08:00:00	0.62504	0.62860	0.62497	0.62693	27580	0	0
2022.10.11	12:00:00	0.62695	0.63138	0.62494	0.62986	26259	0	0
2022.10.11	16:00:00	0.62985	0.63460	0.62625	0.63304	31223	0	0
2022.10.11	20:00:00	0.63306	0.63325	0.62579	0.62715	19617	0	0
2022.10.12	00:00:00	0.62655	0.62779	0.62544	0.62642	9915	0	0
2022.10.12	04:00:00	0.62642	0.62816	0.62403	0.62702	22915	0	0
2022.10.12	08:00:00	0.62699	0.62886	0.62554	0.62598	31357	0	0
2022.10.12	12:00:00	0.62598	0.62748	0.62351	0.62559	27306	0	0
2022.10.12	16:00:00	0.62559	0.62794	0.62391	0.62681	28089	0	0
2022.10.12	20:00:00	0.62681	0.62988	0.62642	0.62770	14985	0	0
2022.10.13	00:00:00	0.62749	0.62906	0.62662	0.62857	7293	0	0
2022.10.13	04:00:00	0.62857	0.62904	0.62675	0.62762	12094	0	0
2022.10.13	08:00:00	0.62763	0.62854	0.62651	0.62851	15148	0	0
2022.10.13	12:00:00	0.62848	0.62991	0.61703	0.62046	26610	0	0
2022.10.13	16:00:00	0.62039	0.62966	0.61752	0.62824	47191	0	0
2022.10.13	20:00:00	0.62824	0.63164	0.62818	0.62979	14585	0	0
2022.10.14	00:00:00	0.62967	0.63117	0.62850	0.63048	5976	0	0
2022.10.14	04:00:00	0.63047	0.63434	0.63047	0.63264	12381	0	0
2022.10.14	08:00:00	0.63263	0.63471	0.62957	0.62973	19185	0	0
2022.10.14	12:00:00	0.62973	0.63212	0.62696	0.63146	21449	0	0
2022.10.14	16:00:00	0.63146	0.63206	0.62071	0.62105	35651	0	0
2022.10.14	20:00:00	0.62103	0.62163	0.61939	0.62032	11097	0	1
2022.10.17	00:00:00	0.62050	0.62291	0.62015	0.62146	12308	0	0
2022.10.17	04:00:00	0.62146	0.62366	0.62104	0.62298	17179	0	0
2022.10.17	08:00:00	0.62298	0.62519	0.62264	0.62422	28272	0	0
2022.10.17	12:00:00	0.62422	0.62853	0.62402	0.62764	20111	0	0
2022.10.17	16:00:00	0.62763	0.63121	0.62697	0.62955	25091	0	0
2022.10.17	20:00:00	0.62955	0.63041	0.62817	0.62888	8232	0	0
2022.10.18	00:00:00	0.62886	0.63142	0.62791	0.62999	10474	0	0
2022.10.18	04:00:00	0.63000	0.63307	0.62772	0.63200	21813	0	0
2022.10.18	08:00:00	0.63200	0.63269	0.62794	0.62794	24468	0	0
2022.10.18	12:00:00	0.62794	0.63398	0.62757	0.63347	21468	0	0
2022.10.18	16:00:00	0.63346	0.63353	0.62657	0.62927	27403	0	0
2022.10.18	20:00:00	0.62927	0.63136	0.62781	0.63086	15359	0	0
2022.10.19	00:00:00	0.63035	0.63253	0.63009	0.63132	10233	0	0
2022.10.19	04:00:00	0.63132	0.63244	0.63076	0.63110	17293	0	0
2022.10.19	08:00:00	0.63108	0.63151	0.62860	0.62973	22491	0	0
2022.10.19	12:00:00	0.62972	0.63167	0.62725	0.62814	21466	0	0
2022.10.19	16:00:00	0.62815	0.63031	0.62574	0.62606	26611	0	0
2022.10.19	20:00:00	0.62606	0.62733	0.62512	0.62700	12214	0	0
2022.10.20	00:00:00	0.62598	0.62733	0.62529	0.62634	9608	0	0
2022.10.20	04:00:00	0.62633	0.62693	0.62286	0.62555	23243	0	0
2022.10.20	08:00:00	0.62552	0.62770	0.62478	0.62754	27159	0	0
2022.10.20	12:00:00	0.62755	0.63298	0.62751	0.62921	22808	0	0
2022.10.20	16:00:00	0.62920	0.63561	0.62911	0.63128	28562	0	0
2022.10.20	20:00:00	0.63128	0.63128	0.62668	0.62819	14774	0	0
2022.10.21	00:00:00	0.62811	0.62832	0.62644	0.62693	8955	0	0
2022.10.21	04:00:00	0.62694	0.62822	0.62570	0.62649	19634	0	0
2022.10.21	08:00:00	0.62648	0.62807	0.62462	0.62518	20707	0	0
2022.10.21	12:00:00	0.62519	0.62578	0.62102	0.62425	20557	0	0
2022.10.21	16:00:00	0.62425	0.63791	0.62423	0.63618	60348	0	0
2022.10.21	20:00:00	0.63618	0.63928	0.63497	0.63795	15874	0	0
2022.10.24	00:00:00	0.63843	0.64104	0.63548	0.63646	29290	0	0
2022.10.24	04:00:00	0.63646	0.63685	0.63236	0.63467	26235	0	0
2022.10.24	08:00:00	0.63462	0.63471	0.62846	0.62965	27068	0	0
2022.10.24	12:00:00	0.62966	0.63264	0.62724	0.62936	24365	0	0
2022.10.24	16:00:00	0.62939	0.63264	0.62778	0.62999	35596	0	0
2022.10.24	20:00:00	0.63000	0.63148	0.62930	0.63114	7807	0	1
2022.10.25	00:00:00	0.63114	0.63412	0.63036	0.63359	13548	0	0
2022.10.25	04:00:00	0.63359	0.63415	0.63126	0.63241	24248	0	0
2022.10.25	08:00:00	0.63241	0.63367	0.63168	0.63203	22556	0	0
2022.10.25	12:00:00	0.63205	0.63300	0.63037	0.63280	18410	0	0
2022.10.25	16:00:00	0.63279	0.64123	0.63274	0.63812	34526	0	0
2022.10.25	20:00:00	0.63811	0.63993	0.63769	0.63930	10828	0	0
2022.10.26	00:00:00	0.63926	0.64034	0.63672	0.63791	11817	0	2
2022.10.26	04:00:00	0.63790	0.64115	0.63730	0.64022	23707	0	0
2022.10.26	08:00:00	0.64021	0.64933	0.63967	0.64915	29251	0	0
2022.10.26	12:00:00	0.64914	0.64971	0.64536	0.64602	21866	0	0
2022.10.26	16:00:00	0.64601	0.65111	0.64517	0.64870	31949	0	0
2022.10.26	20:00:00	0.64870	0.64988	0.64770	0.64963	10891	0	0
2022.10.27	00:00:00	0.64948	0.65020	0.64660	0.64836	6663	0	0
2022.10.27	04:00:00	0.64836	0.65134	0.64752	0.65103	11872	0	0
2022.10.27	08:00:00	0.65103	0.65222	0.64668	0.64679	15356	0	0
2022.10.27	12:00:00	0.64679	0.64702	0.64255	0.64650	19783	0	0
2022.10.27	16:00:00	0.64656	0.65050	0.64505	0.64714	34065	0	0
2022.10.27	20:00:00	0.64718	0.64894	0.64475	0.64519	11444	0	0
2022.10.28	00:00:00	0.64449	0.64591	0.64422	0.64442	6035	0	1
2022.10.28	04:00:00	0.64442	0.64795	0.64438	0.64693	13607	0	0
2022.10.28	08:00:00	0.64690	0.64705	0.64068	0.64165	19071	0	0
2022.10.28	12:00:00	0.64165	0.64316	0.64000	0.64074	21202	0	0
2022.10.28	16:00:00	0.64075	0.64327	0.63892	0.64070	33247	0	0
2022.10.28	20:00:00	0.64069	0.64167	0.64019	0.64118	6112	0	0
2022.10.31	00:00:00	0.63977	0.64217	0.63960	0.64178	19353	0	0
2022.10.31	04:00:00	0.64177	0.64280	0.64100	0.64163	19330	0	0
2022.10.31	08:00:00	0.64164	0.64244	0.63870	0.64040	18505	0	0
2022.10.31	12:00:00	0.64038	0.64038	0.63687	0.63695	24067	0	0
2022.10.31	16:00:00	0.63695	0.64012	0.63681	0.63955	26204	0	0
2022.10.31	20:00:00	0.63955	0.63993	0.63848	0.63955	12113	0	0
2022.11.01	00:00:00	0.63947	0.64223	0.63943	0.64196	15810	0	0
2022.11.01	04:00:00	0.64198	0.64469	0.64073	0.64258	23722	0	0
2022.11.01	08:00:00	0.64258	0.64496	0.64048	0.64416	24631	0	0
2022.11.01	12:00:00	0.64416	0.64639	0.64282	0.64326	27549	0	0
2022.11.01	16:00:00	0.64305	0.64345	0.63770	0.63993	40653	0	0
2022.11.01	20:00:00	0.63992	0.64034	0.63905	0.63946	7305	0	0
2022.11.02	00:00:00	0.63945	0.64058	0.63845	0.64046	18459	0	0
2022.11.02	04:00:00	0.64046	0.64279	0.63947	0.64225	21490	0	0
2022.11.02	08:00:00	0.64225	0.64303	0.64025	0.64278	20740	0	0
2022.11.02	12:00:00	0.64278	0.64301	0.64016	0.64149	26334	0	0
2022.11.02	16:00:00	0.64150	0.64206	0.63986	0.64129	19491	0	0
2022.11.02	20:00:00	0.64129	0.64920	0.63475	0.63520	37795	0	0
2022.11.03	00:00:00	0.63518	0.63627	0.63249	0.63538	18418	0	0
2022.11.03	04:00:00	0.63537	0.63722	0.63528	0.63607	15914	0	0
2022.11.03	08:00:00	0.63607	0.63607	0.62848	0.62896	25592	0	0
2022.11.03	12:00:00	0.62894	0.63011	0.62724	0.62875	34642	0	0
2022.11.03	16:00:00	0.62877	0.63245	0.62840	0.62928	33197	0	0
2022.11.03	20:00:00	0.62929	0.63047	0.62821	0.62892	9410	0	0
2022.11.04	00:00:00	0.62890	0.63065	0.62850	0.63040	12428	0	0
2022.11.04	04:00:00	0.63041	0.63571	0.63000	0.63395	18166	0	0
2022.11.04	08:00:00	0.63394	0.63671	0.63318	0.63546	27629	0	0
2022.11.04	12:00:00	0.63543	0.64545	0.63460	0.64405	41304	0	0
2022.11.04	16:00:00	0.64404	0.64770	0.64233	0.64510	42634	0	0
2022.11.04	20:00:00	0.64512	0.64827	0.64437	0.64718	16075	0	0
2022.11.07	00:00:00	0.64149	0.64490	0.64077	0.64263	20394	0	0
2022.11.07	04:00:00	0.64264	0.64440	0.64128	0.64280	19187	0	0
2022.11.07	08:00:00	0.64282	0.64769	0.64065	0.64627	28460	0	0
2022.11.07	12:00:00	0.64626	0.64842	0.64506	0.64734	28594	0	0
2022.11.07	16:00:00	0.64732	0.64907	0.64538	0.64733	35397	0	0
2022.11.07	20:00:00	0.64733	0.64834	0.64721	0.64791	12915	0	0
2022.11.08	00:00:00	0.64755	0.64904	0.64654	0.64698	13971	0	0
2022.11.08	04:00:00	0.64698	0.64742	0.64467	0.64497	15417	0	0
2022.11.08	08:00:00	0.64498	0.64826	0.64443	0.64806	22113	0	0
2022.11.08	12:00:00	0.64807	0.64862	0.64629	0.64735	21802	0	0
2022.11.08	16:00:00	0.64736	0.65512	0.64673	0.65299	22538	0	0
2022.11.08	20:00:00	0.65299	0.65357	0.64779	0.65053	15493	0	0
2022.11.09	00:00:00	0.65058	0.65166	0.64807	0.64857	8517	0	1
2022.11.09	04:00:00	0.64858	0.65181	0.64850	0.64919	12275	0	0
2022.11.09	08:00:00	0.64921	0.65223	0.64725	0.64791	20671	0	0
2022.11.09	12:00:00	0.64791	0.64810	0.64476	0.64578	19596	0	0
2022.11.09	16:00:00	0.64574	0.64972	0.64310	0.64455	31000	0	0
2022.11.09	20:00:00	0.64454	0.64494	0.64141	0.64303	11839	0	0
2022.11.10	00:00:00	0.64274	0.64413	0.64219	0.64257	5698	0	0
2022.11.10	04:00:00	0.64259	0.64302	0.64118	0.64188	9916	0	0
2022.11.10	08:00:00	0.64190	0.64260	0.63913	0.64040	16356	0	0
2022.11.10	12:00:00	0.64039	0.65648	0.63864	0.65291	22345	0	0
2022.11.10	16:00:00	0.65293	0.65976	0.65131	0.65612	47430	0	0
2022.11.10	20:00:00	0.65619	0.66313	0.65613	0.66188	15118	0	0
2022.11.11	00:00:00	0.66151	0.66173	0.65776	0.65843	11500	0	0
2022.11.11	04:00:00	0.65844	0.66516	0.65840	0.66474	14456	0	0
2022.11.11	08:00:00	0.66470	0.66781	0.66289	0.66651	26898	0	0
2022.11.11	12:00:00	0.66652	0.66888	0.66522	0.66874	25934	0	0
2022.11.11	16:00:00	0.66876	0.67038	0.66514	0.66992	35427	0	0
2022.11.11	20:00:00	0.66996	0.67169	0.66981	0.67065	16260	0	0
2022.11.14	00:00:00	0.66987	0.67099	0.66680	0.66864	24288	0	0
2022.11.14	04:00:00	0.66868	0.66989	0.66642	0.66656	22779	0	0
2022.11.14	08:00:00	0.66661	0.67110	0.66638	0.66797	26160	0	0
2022.11.14	12:00:00	0.66796	0.66982	0.66638	0.66931	25270	0	0
2022.11.14	16:00:00	0.66933	0.67164	0.66755	0.67059	32310	0	0
2022.11.14	20:00:00	0.67060	0.67237	0.66989	0.67009	11146	0	0
2022.11.15	00:00:00	0.66971	0.67036	0.66856	0.66915	12948	0	0
2022.11.15	04:00:00	0.66915	0.67108	0.66862	0.67073	16523	0	0
2022.11.15	08:00:00	0.67073	0.67648	0.67055	0.67631	29095	0	0
2022.11.15	12:00:00	0.67639	0.67978	0.67339	0.67554	34721	0	0
2022.11.15	16:00:00	0.67554	0.67896	0.67047	0.67810	48637	0	0
2022.11.15	20:00:00	0.67810	0.67820	0.67342	0.67584	41622	0	0
2022.11.16	00:00:00	0.67554	0.67714	0.67314	0.67404	21766	0	0
2022.11.16	04:00:00	0.67404	0.67692	0.67300	0.67669	28336	0	0
2022.11.16	08:00:00	0.67666	0.67854	0.67546	0.67811	29637	0	0
2022.11.16	12:00:00	0.67811	0.67927	0.67493	0.67567	22363	0	0
2022.11.16	16:00:00	0.67566	0.67743	0.67212	0.67360	33309	0	0
2022.11.16	20:00:00	0.67366	0.67463	0.67197	0.67410	13528	0	0
2022.11.17	00:00:00	0.67379	0.67480	0.67130	0.67284	12972	0	0
2022.11.17	04:00:00	0.67283	0.67314	0.66970	0.67170	19491	0	0
2022.11.17	08:00:00	0.67173	0.67512	0.66881	0.66956	21302	0	0
2022.11.17	12:00:00	0.66960	0.67000	0.66357	0.66383	33881	0	0
2022.11.17	16:00:00	0.66381	0.66835	0.66342	0.66808	30427	0	0
2022.11.17	20:00:00	0.66803	0.66963	0.66776	0.66884	13396	0	0
2022.11.18	00:00:00	0.66847	0.67067	0.66602	0.66998	12650	0	0
2022.11.18	04:00:00	0.66998	0.67251	0.66995	0.67105	18545	0	0
2022.11.18	08:00:00	0.67106	0.67251	0.66929	0.67128	26562	0	0
2022.11.18	12:00:00	0.67129	0.67304	0.66963	0.66967	21506	0	0
2022.11.18	16:00:00	0.66969	0.66997	0.66614	0.66709	24890	0	0
2022.11.18	20:00:00	0.66710	0.66776	0.66677	0.66689	11084	0	0
2022.11.21	00:00:00	0.66576	0.66831	0.66505	0.66529	15603	0	0
2022.11.21	04:00:00	0.66530	0.66587	0.66369	0.66478	21129	0	0
2022.11.21	08:00:00	0.66478	0.66533	0.66048	0.66095	24339	0	0
2022.11.21	12:00:00	0.66101	0.66275	0.66087	0.66162	17543	0	0
2022.11.21	16:00:00	0.66164	0.66271	0.65849	0.65941	23277	0	0
2022.11.21	20:00:00	0.65941	0.66065	0.65916	0.66047	9117	0	0
2022.11.22	00:00:00	0.66015	0.66250	0.65924	0.66183	12695	0	0
2022.11.22	04:00:00	0.66182	0.66247	0.66052	0.66093	15537	0	0
2022.11.22	08:00:00	0.66093	0.66494	0.66042	0.66422	24382	0	0
2022.11.22	12:00:00	0.66421	0.66515	0.66301	0.66327	19199	0	0
2022.11.22	16:00:00	0.66329	0.66411	0.66194	0.66386	21266	0	0
2022.11.22	20:00:00	0.66386	0.66493	0.66347	0.66481	6838	0	0
2022.11.23	00:00:00	0.66453	0.66598	0.66358	0.66437	12182	0	0
2022.11.23	04:00:00	0.66433	0.66516	0.66340	0.66405	13682	0	0
2022.11.23	08:00:00	0.66404	0.66715	0.66384	0.66530	20297	0	0
2022.11.23	12:00:00	0.66531	0.66614	0.66370	0.66576	18085	0	0
2022.11.23	16:00:00	0.66576	0.67230	0.66553	0.67039	30119	0	0
2022.11.23	20:00:00	0.67040	0.67388	0.67015	0.67322	21396	0	0
2022.11.24	00:00:00	0.67281	0.67550	0.67221	0.67531	13046	0	0
2022.11.24	04:00:00	0.67537	0.67683	0.67492	0.67537	14927	0	0
2022.11.24	08:00:00	0.67538	0.67630	0.67360	0.67425	19903	0	0
2022.11.24	12:00:00	0.67425	0.67584	0.67311	0.67555	15940	0	0
2022.11.24	16:00:00	0.67555	0.67783	0.67555	0.67660	15232	0	0
2022.11.24	20:00:00	0.67660	0.67680	0.67622	0.67639	3978	0	0
2022.11.25	00:00:00	0.67624	0.67670	0.67513	0.67617	12783	0	0
2022.11.25	04:00:00	0.67617	0.67810	0.67588	0.67642	18800	0	0
2022.11.25	08:00:00	0.67642	0.67753	0.67300	0.67361	25550	0	0
2022.11.25	12:00:00	0.67361	0.67542	0.67264	0.67305	17392	0	0
2022.11.25	16:00:00	0.67306	0.67533	0.67206	0.67439	16614	0	0
2022.11.25	20:00:00	0.67437	0.67526	0.67401	0.67504	14364	0	0
2022.11.28	00:00:00	0.67152	0.67275	0.66664	0.66719	16860	0	0
2022.11.28	04:00:00	0.66720	0.66965	0.66653	0.66772	18169	0	0
2022.11.28	08:00:00	0.66774	0.67155	0.66719	0.66989	23656	0	0
2022.11.28	12:00:00	0.66988	0.67248	0.66821	0.66930	21715	0	0
2022.11.28	16:00:00	0.66930	0.67044	0.66760	0.66805	26917	0	0
2022.11.28	20:00:00	0.66805	0.66815	0.66419	0.66513	10673	0	0
2022.11.29	00:00:00	0.66512	0.66674	0.66403	0.66661	12429	0	0
2022.11.29	04:00:00	0.66662	0.67095	0.66620	0.67062	21046	0	0
2022.11.29	08:00:00	0.67062	0.67426	0.66898	0.67178	24328	0	0
2022.11.29	12:00:00	0.67178	0.67489	0.67113	0.67143	14668	0	0
2022.11.29	16:00:00	0.67143	0.67333	0.66811	0.66905	21385	0	0
2022.11.29	20:00:00	0.66901	0.66973	0.66813	0.66876	9606	0	1
2022.11.30	00:00:00	0.66856	0.67005	0.66702	0.66914	8668	0	0
2022.11.30	04:00:00	0.66914	0.67053	0.66828	0.66970	7450	0	0
2022.11.30	08:00:00	0.66970	0.67321	0.66925	0.67246	13397	0	0
2022.11.30	12:00:00	0.67246	0.67415	0.67132	0.67142	16617	0	0
2022.11.30	16:00:00	0.67138	0.67373	0.66766	0.67111	28352	0	0
2022.11.30	20:00:00	0.67111	0.68010	0.66983	0.67878	29376	0	0
2022.12.01	00:00:00	0.67844	0.68162	0.67792	0.68010	11845	0	0
2022.12.01	04:00:00	0.68009	0.68284	0.67934	0.68252	11554	0	0
2022.12.01	08:00:00	0.68253	0.68398	0.67918	0.68062	18789	0	0
2022.12.01	12:00:00	0.68061	0.68298	0.67936	0.68033	18247	0	0
2022.12.01	16:00:00	0.68033	0.68446	0.67829	0.68075	35614	0	0
2022.12.01	20:00:00	0.68077	0.68188	0.67955	0.68105	16411	0	0
2022.12.02	00:00:00	0.68079	0.68183	0.67944	0.68040	10413	0	0
2022.12.02	04:00:00	0.68038	0.68199	0.67963	0.68156	12519	0	0
2022.12.02	08:00:00	0.68153	0.68362	0.68085	0.68219	22628	0	0
2022.12.02	12:00:00	0.68221	0.68239	0.67429	0.67665	28161	0	0
2022.12.02	16:00:00	0.67665	0.68113	0.67526	0.67985	40231	0	0
2022.12.02	20:00:00	0.67990	0.68142	0.67922	0.67933	12653	0	0
2022.12.05	00:00:00	0.67774	0.68406	0.67723	0.68350	11721	0	0
2022.12.05	04:00:00	0.68349	0.68508	0.68269	0.68350	13296	0	0
2022.12.05	08:00:00	0.68347	0.68350	0.67970	0.68152	21241	0	0
2022.12.05	12:00:00	0.68152	0.68191	0.67915	0.67942	19986	0	0
2022.12.05	16:00:00	0.67942	0.67959	0.67037	0.67076	31609	0	0
2022.12.05	20:00:00	0.67076	0.67159	0.66870	0.66971	13471	0	0
2022.12.06	00:00:00	0.66958	0.67296	0.66914	0.67206	9563	0	0
2022.12.06	04:00:00	0.67205	0.67379	0.67038	0.67330	18245	0	0
2022.12.06	08:00:00	0.67331	0.67339	0.67090	0.67148	23136	0	0
2022.12.06	12:00:00	0.67149	0.67445	0.67124	0.67222	19985	0	0
2022.12.06	16:00:00	0.67222	0.67343	0.66871	0.66904	26758	0	0
2022.12.06	20:00:00	0.66904	0.66936	0.66810	0.66873	10241	0	0
2022.12.07	00:00:00	0.66844	0.67123	0.66804	0.67104	8706	0	0
2022.12.07	04:00:00	0.67101	0.67165	0.66860	0.66965	12447	0	0
2022.12.07	08:00:00	0.66967	0.67009	0.66694	0.66746	23616	0	0
2022.12.07	12:00:00	0.66746	0.67157	0.66688	0.67110	22112	0	0
2022.12.07	16:00:00	0.67114	0.67355	0.67042	0.67340	36273	0	0
2022.12.07	20:00:00	0.67339	0.67421	0.67216	0.67237	13959	0	1
2022.12.08	00:00:00	0.67215	0.67283	0.66982	0.67079	10918	0	0
2022.12.08	04:00:00	0.67082	0.67207	0.67036	0.67151	13867	0	0
2022.12.08	08:00:00	0.67150	0.67387	0.67125	0.67172	17046	0	0
2022.12.08	12:00:00	0.67172	0.67703	0.67163	0.67626	16244	0	0
2022.12.08	16:00:00	0.67625	0.67810	0.67445	0.67637	25274	0	0
2022.12.08	20:00:00	0.67637	0.67758	0.67579	0.67690	14351	0	0
2022.12.09	00:00:00	0.67630	0.68004	0.67626	0.67954	9717	0	0
2022.12.09	04:00:00	0.67954	0.67977	0.67771	0.67814	13819	0	0
2022.12.09	08:00:00	0.67813	0.67858	0.67532	0.67596	16929	0	0
2022.12.09	12:00:00	0.67599	0.67980	0.67425	0.67735	19181	0	0
2022.12.09	16:00:00	0.67736	0.68138	0.67616	0.68007	29630	0	0
2022.12.09	20:00:00	0.68004	0.68062	0.67910	0.67965	9677	0	0
2022.12.12	00:00:00	0.67834	0.68022	0.67567	0.67620	11457	0	0
2022.12.12	04:00:00	0.67620	0.67821	0.67580	0.67731	9949	0	0
2022.12.12	08:00:00	0.67732	0.67956	0.67636	0.67929	19874	0	0
2022.12.12	12:00:00	0.67928	0.67941	0.67562	0.67633	14553	0	0
2022.12.12	16:00:00	0.67633	0.67677	0.67289	0.67421	23435	0	0
2022.12.12	20:00:00	0.67419	0.67521	0.67309	0.67465	12840	0	1
2022.12.13	00:00:00	0.67436	0.67623	0.67396	0.67615	8551	0	0
2022.12.13	04:00:00	0.67614	0.67748	0.67402	0.67634	14098	0	0
2022.12.13	08:00:00	0.67634	0.67854	0.67584	0.67657	19186	0	0
2022.12.13	12:00:00	0.67657	0.68779	0.67515	0.68656	27648	0	0
2022.12.13	16:00:00	0.68659	0.68933	0.68524	0.68546	46065	0	0
2022.12.13	20:00:00	0.68546	0.68673	0.68484	0.68553	19372	0	0
2022.12.14	00:00:00	0.68545	0.68564	0.68241	0.68314	10744	0	0
2022.12.14	04:00:00	0.68315	0.68472	0.68214	0.68427	8269	0	0
2022.12.14	08:00:00	0.68427	0.68765	0.68425	0.68687	20661	0	0
2022.12.14	12:00:00	0.68687	0.68810	0.68507	0.68613	21382	0	0
2022.12.14	16:00:00	0.68611	0.68714	0.68553	0.68612	26151	0	0
2022.12.14	20:00:00	0.68613	0.68813	0.68098	0.68629	44865	0	0
2022.12.15	00:00:00	0.68629	0.68697	0.68433	0.68474	10642	0	0
2022.12.15	04:00:00	0.68474	0.68498	0.68214	0.68316	11685	0	0
2022.12.15	08:00:00	0.68316	0.68347	0.67662	0.67734	22419	0	0
2022.12.15	12:00:00	0.67733	0.67755	0.67498	0.67615	25846	0	0
2022.12.15	16:00:00	0.67615	0.67776	0.66793	0.66808	38693	0	0
2022.12.15	20:00:00	0.66812	0.67083	0.66764	0.67007	15073	0	0
2022.12.16	00:00:00	0.66994	0.67124	0.66927	0.67067	9256	0	0
2022.12.16	04:00:00	0.67067	0.67360	0.66973	0.67034	12414	0	0
2022.12.16	08:00:00	0.67033	0.67195	0.66793	0.66854	16460	0	0
2022.12.16	12:00:00	0.66854	0.67026	0.66796	0.66920	17289	0	0
2022.12.16	16:00:00	0.66921	0.67088	0.66753	0.66920	30076	0	0
2022.12.16	20:00:00	0.66920	0.67019	0.66847	0.66871	13300	0	0
2022.12.19	00:00:00	0.66960	0.67183	0.66824	0.67176	9574	0	0
2022.12.19	04:00:00	0.67175	0.67240	0.66997	0.67068	12635	0	0
2022.12.19	08:00:00	0.67069	0.67327	0.66954	0.67186	18597	0	0
2022.12.19	12:00:00	0.67188	0.67310	0.67033	0.67091	19488	0	0
2022.12.19	16:00:00	0.67091	0.67273	0.66943	0.67197	24441	0	0
2022.12.19	20:00:00	0.67197	0.67207	0.66942	0.66998	10959	0	0
2022.12.20	00:00:00	0.66989	0.67056	0.66878	0.66937	8975	0	0
2022.12.20	04:00:00	0.66937	0.67438	0.66293	0.66462	37018	0	0
2022.12.20	08:00:00	0.66463	0.66975	0.66426	0.66899	35298	0	0
2022.12.20	12:00:00	0.66901	0.66901	0.66334	0.66512	23180	0	0
2022.12.20	16:00:00	0.66512	0.66853	0.66392	0.66617	31673	0	0
2022.12.20	20:00:00	0.66617	0.66809	0.66556	0.66777	11904	0	0
